Article_ID,Article_ID2,Country,Disease_name,Disease_name2,Disease,PMID,First Author,Publication Year,DOI,Combining Authoryear (withformula),Authoryear,Ncases,Ncontrol,total,genus,Genus_mean_RA_disease,Genus_mean_RA_control,foldchange(calculation),foldchange,pvalue,,logEffectSize,logStandardError,logStandardDeviation,logLLCI,logULCI,EffectSize,LLCI,ULCI,,,,,Age_disease,Age_control,Sequencing_type,16s_sequencing_region,Genus(original_,Genus_clean (original,Genus_classified,Genus_RA_in_disease,Genus_>1_studies(cancer_or_autoimmune),Genus_increased_HowMany_Cancer_study,Genus_decreased_HowMany_Cancer_study,Genus_increased_HowMany_Autoimmune_study,Genus_decreased_HowMany_Autoimmune_study,Genus_statistical_test,Genus_mean_RA_disease(original),Genus_mean_RA_control (original),Genus_effect_type,Genus_effect_type_quanititative_value,Genus_quantitative_data_source_in_paper,Genus_Pvalue(original)
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545404,Forbes JD,2021,10.1186/s40168-018-0603-7,"Forbes JD, 2021","Forbes JD, 2021",21,23,44,Alloscardovia,14.297536,0.29264,48.85700734,48.8570,0.00002630451493006,45,3.888897664,0.91582568,6.074900305,2.093912316,5.683883012,48.857,8.116607861,294.0891675,,,,,62.3 years,32.4 years,16s,v7,Alloscardovia,Alloscardovia,yes,increased,no,0,0,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",14.29753623,0.292640442,not mentioned,not mentioned,,2.63E-05
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545405,Forbes JD,2022,10.1186/s40168-018-0603-8,"Forbes JD, 2022","Forbes JD, 2022",21,23,44,Lactonifactor,18.109559,1.35981,13.31772769,13.3177,0.00003665395336545,46,2.589093978,0.621235186,4.120808037,1.371495387,3.806692568,13.3177,3.94123997,45.00135355,,,,,62.3 years,32.4 years,16s,v8,Lactonifactor,Lactonifactor,yes,increased,no,0,0,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",18.10955853,1.359808441,not mentioned,not mentioned,,3.67E-05
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545406,Forbes JD,2023,10.1186/s40168-018-0603-9,"Forbes JD, 2023","Forbes JD, 2023",21,23,44,Clostridium XlVa,994.566655,180.16046,5.520449252,5.5204,0.00010057148953323,47,1.708450321,0.43578924,2.890698793,0.854319106,2.562581537,5.5204,2.349773889,12.96925474,,,,,62.3 years,32.4 years,16s,v9,Clostridium_XlVa,Clostridium XlVa,yes,increased,no,0,1,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",994.5666548,180.160456,not mentioned,not mentioned,,0.000100571
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545407,Forbes JD,2024,10.1186/s40168-018-0603-10,"Forbes JD, 2024","Forbes JD, 2024",21,23,44,Eggerthella,556.924397,66.23747,8.407996724,8.4080,0.00012426637367161,48,2.129183634,0.55061957,3.652397035,1.049989106,3.208378161,8.408,2.857619988,24.7389311,,,,,62.3 years,32.4 years,16s,v10,Eggerthella,Eggerthella,yes,increased,yes,0,0,3,0,"Kruskal-Wallis (adjusted p value), mean abundance",556.9243969,66.23746597,not mentioned,not mentioned,,0.000124266
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545408,Forbes JD,2025,10.1186/s40168-018-0603-11,"Forbes JD, 2025","Forbes JD, 2025",21,23,44,Coprobacillus,37.336110,1.67088,22.34520327,22.3452,0.00013117830486261,49,3.106611533,0.806261221,5.348131904,1.526368578,4.686854487,22.3452,4.601436689,108.5113187,,,,,62.3 years,32.4 years,16s,v11,Coprobacillus,Coprobacillus,yes,increased,no,0,1,1,1,"Kruskal-Wallis (adjusted p value), mean abundance",37.33611041,1.670878083,not mentioned,not mentioned,,0.000131178
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545409,Forbes JD,2026,10.1186/s40168-018-0603-12,"Forbes JD, 2026","Forbes JD, 2026",21,23,44,Clostridium III,51.141471,11.44223,4.469538092,4.4695,0.00020415432671037,50,1.497276546,0.400451793,2.656296688,0.712405454,2.282147637,4.4695,2.03888982,9.797699737,,,,,62.3 years,32.4 years,16s,v12,Clostridium_III,Clostridium III,yes,increased,no,0,0,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",51.14147128,11.44222741,not mentioned,not mentioned,,0.000204154
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545410,Forbes JD,2027,10.1186/s40168-018-0603-13,"Forbes JD, 2027","Forbes JD, 2027",21,23,44,Coriobacteriaceae_unclassified,511.839657,655.93230,0.780323915,0.7803,0.00032853512193861,51,-0.248076818,0.068663259,0.455460536,-0.382654333,-0.113499302,0.7803,0.68204862,0.892704819,,,,,62.3 years,32.4 years,16s,v13,Coriobacteriaceae_unclassified,Coriobacteriaceae_unclassified,no,decreased,yes,,0,0,2,"Kruskal-Wallis (adjusted p value), mean abundance",511.8396575,655.932296,not mentioned,not mentioned,,0.000328535
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545411,Forbes JD,2028,10.1186/s40168-018-0603-14,"Forbes JD, 2028","Forbes JD, 2028",21,23,44,Ruminococcaceae_unclassified,496.088572,850.00072,0.583633117,0.5836,0.00037827339855910,52,-0.538539462,0.150643759,0.999257649,-0.833795804,-0.243283121,0.5836,0.434397266,0.784049502,,,,,62.3 years,32.4 years,16s,v14,Ruminococcaceae_unclassified,Ruminococcaceae_unclassified,no,decreased,yes,4,1,1,8,"Kruskal-Wallis (adjusted p value), mean abundance",496.0885718,850.0007234,not mentioned,not mentioned,,0.000378273
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545412,Forbes JD,2029,10.1186/s40168-018-0603-15,"Forbes JD, 2029","Forbes JD, 2029",21,23,44,Gemella,21.225581,3.22006,6.591680981,6.5917,0.00046744216003864,53,1.885811282,0.53616757,3.556533312,0.834942154,2.93668041,6.5917,2.304680728,18.85315756,,,,,62.3 years,32.4 years,16s,v15,Gemella,Gemella,yes,increased,yes,2,1,2,0,"Kruskal-Wallis (adjusted p value), mean abundance",21.22558128,3.220055908,not mentioned,not mentioned,,0.000467442
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545413,Forbes JD,2030,10.1186/s40168-018-0603-16,"Forbes JD, 2030","Forbes JD, 2030",21,23,44,Rothia,38.073206,3.33482,11.41686544,11.4169,0.00050373607394210,54,2.435094714,0.696411486,4.619471197,1.070153283,3.800036145,11.4169,2.915826412,44.70280023,,,,,62.3 years,32.4 years,16s,v16,Rothia,Rothia,yes,increased,yes,2,0,2,0,"Kruskal-Wallis (adjusted p value), mean abundance",38.07320573,3.334821272,not mentioned,not mentioned,,0.000503736
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545414,Forbes JD,2031,10.1186/s40168-018-0603-17,"Forbes JD, 2031","Forbes JD, 2031",21,23,44,Gemmiger,555.956980,1770.52990,0.314005982,0.3140,0.00054437359739173,55,-1.158362293,0.33332404,2.211021552,-1.811665408,-0.505059179,0.314,0.163381813,0.603469862,,,,,62.3 years,32.4 years,16s,v17,Gemmiger,Gemmiger,yes,decreased,yes,0,0,0,2,"Kruskal-Wallis (adjusted p value), mean abundance",555.9569798,1770.529897,not mentioned,not mentioned,,0.000544374
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545415,Forbes JD,2032,10.1186/s40168-018-0603-18,"Forbes JD, 2032","Forbes JD, 2032",21,23,44,Sporobacter,14.162842,32.67383,0.43346137,0.4335,0.00329795231536682,56,-0.835863483,0.283985525,1.883746865,-1.392464884,-0.279262081,0.4335,0.248462119,0.756341654,,,,,62.3 years,32.4 years,16s,v18,Sporobacter,Sporobacter,yes,decreased,no,0,1,1,1,"Kruskal-Wallis (adjusted p value), mean abundance",14.16284204,32.6738275,not mentioned,not mentioned,,0.003297952
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545416,Forbes JD,2033,10.1186/s40168-018-0603-19,"Forbes JD, 2033","Forbes JD, 2033",21,23,44,Romboutsia,1287.119846,3551.40391,0.362425643,0.3624,0.00335043261408425,57,-1.015006705,0.345435286,2.291358469,-1.692047425,-0.337965984,0.3624,0.184142121,0.713219548,,,,,62.3 years,32.4 years,16s,v19,Romboutsia,Romboutsia,yes,decreased,yes,0,1,0,2,"Kruskal-Wallis (adjusted p value), mean abundance",1287.119846,3551.403912,not mentioned,not mentioned,,0.003350433
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545417,Forbes JD,2034,10.1186/s40168-018-0603-20,"Forbes JD, 2034","Forbes JD, 2034",21,23,44,Subdoligranulum,198.443270,188.78618,1.051153595,1.0512,0.00608806921719956,58,0.049932369,0.018193629,0.120682882,0.014273511,0.085591226,1.0512,1.014375864,1.089360935,,,,,62.3 years,32.4 years,16s,v20,Subdoligranulum,Subdoligranulum,yes,increased,yes,3,2,1,1,"Kruskal-Wallis (adjusted p value), mean abundance",198.4432702,188.7861784,not mentioned,not mentioned,,0.006088069
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545418,Forbes JD,2035,10.1186/s40168-018-0603-21,"Forbes JD, 2035","Forbes JD, 2035",21,23,44,Escherichia/Shigella,283.199932,190.72114,1.484890122,1.4849,0.00666748883969445,59,0.39534743,0.145665937,0.966238514,0.10984744,0.68084742,1.4849,1.116107784,1.975551144,,,,,62.3 years,32.4 years,16s,v21,Escherichia/Shigella,Escherichia/Shigella,no,increased,yes,4,2,2,0,"Kruskal-Wallis (adjusted p value), mean abundance",283.199932,190.7211368,not mentioned,not mentioned,,0.006667489
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545419,Forbes JD,2036,10.1186/s40168-018-0603-22,"Forbes JD, 2036","Forbes JD, 2036",21,23,44,Holdemania,2.323331,2.24056,1.036943034,1.0369,0.00676078404552444,60,0.036235493,0.013374014,0.088713171,0.010022907,0.062448078,1.0369,1.010073305,1.064439189,,,,,62.3 years,32.4 years,16s,v22,Holdemania,Holdemania,yes,increased,yes,3,0,1,1,"Kruskal-Wallis (adjusted p value), mean abundance",2.323331337,2.240558314,not mentioned,not mentioned,,0.006760784
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545420,Forbes JD,2037,10.1186/s40168-018-0603-23,"Forbes JD, 2037","Forbes JD, 2037",21,23,44,Faecalibacterium,2414.461662,3584.36741,0.673608864,0.6736,0.00731335631627014,61,-0.395118816,0.147275483,0.976915038,-0.683773459,-0.106464173,0.6736,0.504708896,0.899007256,,,,,62.3 years,32.4 years,16s,v23,Faecalibacterium,Faecalibacterium,yes,decreased,yes,1,5,2,7,"Kruskal-Wallis (adjusted p value), mean abundance",2414.461662,3584.367413,not mentioned,not mentioned,,0.007313356
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545421,Forbes JD,2038,10.1186/s40168-018-0603-24,"Forbes JD, 2038","Forbes JD, 2038",21,23,44,Varibaculum,1.884780,8.69403,0.216790299,0.2168,0.00883499923009165,62,-1.528780009,0.583911182,3.873228604,-2.673224897,-0.384335122,0.2168,0.069029254,0.680903203,,,,,62.3 years,32.4 years,16s,v24,Varibaculum,Varibaculum,yes,decreased,no,0,0,0,1,"Kruskal-Wallis (adjusted p value), mean abundance",1.884780452,8.694025802,not mentioned,not mentioned,,0.008834999
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545422,Forbes JD,2039,10.1186/s40168-018-0603-25,"Forbes JD, 2039","Forbes JD, 2039",21,23,44,Clostridia_unclassified,101.527299,189.47435,0.535836642,0.5358,0.01099020547867420,63,-0.623994322,0.245479033,1.62832369,-1.105124385,-0.142864259,0.5358,0.331169687,0.866871731,,,,,62.3 years,32.4 years,16s,v25,Clostridia_unclassified,Clostridia_unclassified,no,decreased,no,0,0,0,1,"Kruskal-Wallis (adjusted p value), mean abundance",101.5272993,189.4743499,not mentioned,not mentioned,,0.010990205
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545423,Forbes JD,2040,10.1186/s40168-018-0603-26,"Forbes JD, 2040","Forbes JD, 2040",21,23,44,Staphylococcus,19.407623,4.92684,3.939159112,3.9392,0.01124125349001150,64,1.370977657,0.541041424,3.588862799,0.310555952,2.431399362,3.9392,1.364183324,11.3747884,,,,,62.3 years,32.4 years,16s,v26,Staphylococcus,Staphylococcus,yes,increased,yes,1,0,1,2,"Kruskal-Wallis (adjusted p value), mean abundance",19.40762283,4.926844101,not mentioned,not mentioned,,0.011241253
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545424,Forbes JD,2041,10.1186/s40168-018-0603-27,"Forbes JD, 2041","Forbes JD, 2041",21,23,44,Butyricicoccus,143.592660,154.14674,0.931532272,0.9315,0.01177956385176830,65,-0.070959089,0.028187857,0.186977088,-0.126206273,-0.015711905,0.9315,0.881433012,0.984410883,,,,,62.3 years,32.4 years,16s,v27,Butyricicoccus,Butyricicoccus,yes,decreased,yes,0,2,0,4,"Kruskal-Wallis (adjusted p value), mean abundance",143.5926601,154.1467369,not mentioned,not mentioned,,0.011779564
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545425,Forbes JD,2042,10.1186/s40168-018-0603-28,"Forbes JD, 2042","Forbes JD, 2042",21,23,44,Anaerofustis,22.259727,5.67705,3.921005299,3.9210,0.01180397399748800,66,1.366346723,0.542927704,3.601374968,0.302227976,2.43046547,3.921,1.352869614,11.36417053,,,,,62.3 years,32.4 years,16s,v28,Anaerofustis,Anaerofustis,yes,increased,no,0,0,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",22.25972698,5.677045879,not mentioned,not mentioned,,0.011803974
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545426,Forbes JD,2043,10.1186/s40168-018-0603-29,"Forbes JD, 2043","Forbes JD, 2043",21,23,44,Catabacter,3.096733,0.88805,3.48712094,3.4871,0.01377757050430520,67,1.249070445,0.507511084,3.366447688,0.254366998,2.243773892,3.4871,1.289645015,9.428847684,,,,,62.3 years,32.4 years,16s,v29,Catabacter,Catabacter,yes,increased,no,0,0,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",3.096733245,0.888048708,not mentioned,not mentioned,,0.013777571
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545427,Forbes JD,2044,10.1186/s40168-018-0603-30,"Forbes JD, 2044","Forbes JD, 2044",21,23,44,Lachnospira,27.235256,28.96651,0.940232688,0.9402,0.01788902491341020,68,-0.06166266,0.026069372,0.17292465,-0.11275769,-0.01056763,0.9402,0.893367105,0.989488011,,,,,62.3 years,32.4 years,16s,v30,Lachnospira,Lachnospira,yes,decreased,yes,1,3,1,3,"Kruskal-Wallis (adjusted p value), mean abundance",27.23525608,28.9665063,not mentioned,not mentioned,,0.017889025
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545428,Forbes JD,2045,10.1186/s40168-018-0603-31,"Forbes JD, 2045","Forbes JD, 2045",21,23,44,Carnobacteriaceae_unclassified,36.410044,8.20385,4.438164509,4.4382,0.02104697400050690,69,1.490248889,0.646752478,4.290070603,0.222637325,2.757860452,4.4382,1.249367378,15.76607457,,,,,62.3 years,32.4 years,16s,v31,Carnobacteriaceae_unclassified,Carnobacteriaceae_unclassified,no,increased,no,0,0,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",36.41004439,8.203851912,not mentioned,not mentioned,,0.021046974
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545429,Forbes JD,2046,10.1186/s40168-018-0603-32,"Forbes JD, 2046","Forbes JD, 2046",21,23,44,Enterobacteriaceae_unclassified,84.183668,0.23722,354.8822019,354.8822,0.02570099794231320,70,5.871785903,2.636124311,17.48607048,0.705077196,11.03849461,354.8822,2.024002924,62223.91006,,,,,62.3 years,32.4 years,16s,v32,Enterobacteriaceae_unclassified,Enterobacteriaceae_unclassified,no,increased,no,0,1,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",84.1836679,0.237215807,not mentioned,not mentioned,,0.025700998
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545430,Forbes JD,2047,10.1186/s40168-018-0603-33,"Forbes JD, 2047","Forbes JD, 2047",21,23,44,Odoribacter,1.203172,3.01052,0.399656428,0.3997,0.03211760943289380,71,-0.917041013,0.428630888,2.843215659,-1.757142117,-0.07693991,0.3997,0.172537251,0.925945492,,,,,62.3 years,32.4 years,16s,v33,Odoribacter,Odoribacter,yes,decreased,yes,4,0,0,3,"Kruskal-Wallis (adjusted p value), mean abundance",1.203171872,3.010515503,not mentioned,not mentioned,,0.032117609
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545431,Forbes JD,2048,10.1186/s40168-018-0603-34,"Forbes JD, 2048","Forbes JD, 2048",21,23,44,Parabacteroides,9.484455,24.59193,0.385673465,0.3857,0.03232819143757630,72,-0.952695414,0.44584161,2.957378671,-1.826528912,-0.078861916,0.3857,0.160971345,0.924167529,,,,,62.3 years,32.4 years,16s,v34,Parabacteroides,Parabacteroides,yes,decreased,yes,4,1,2,4,"Kruskal-Wallis (adjusted p value), mean abundance",9.484455058,24.59193053,not mentioned,not mentioned,,0.032328191
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545432,Forbes JD,2049,10.1186/s40168-018-0603-35,"Forbes JD, 2049","Forbes JD, 2049",21,23,44,Roseburia,2091.386654,1568.91860,1.333011572,1.3330,0.03252193510553400,73,0.287432041,0.134663198,0.893254601,0.023497023,0.551367059,1.333,1.023775253,1.735624098,,,,,62.3 years,32.4 years,16s,v35,Roseburia,Roseburia,yes,increased,yes,2,5,1,5,"Kruskal-Wallis (adjusted p value), mean abundance",2091.386654,1568.918604,not mentioned,not mentioned,,0.032521935
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545433,Forbes JD,2050,10.1186/s40168-018-0603-36,"Forbes JD, 2050","Forbes JD, 2050",21,23,44,Fusicatenibacter,1313.100631,1380.39071,0.951252872,0.9513,0.03709108251894910,74,-0.049925809,0.023988443,0.159121333,-0.096942294,-0.002909324,0.9513,0.907608379,0.997094904,,,,,62.3 years,32.4 years,16s,v36,Fusicatenibacter,Fusicatenibacter,yes,decreased,yes,2,2,0,2,"Kruskal-Wallis (adjusted p value), mean abundance",1313.100631,1380.390714,not mentioned,not mentioned,,0.037091083
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545434,Forbes JD,2051,10.1186/s40168-018-0603-37,"Forbes JD, 2051","Forbes JD, 2051",21,23,44,Atopobium,4.793518,2.01453,2.379471502,2.3795,0.04173031056499480,75,0.866890382,0.426469319,2.828877432,0.031025876,1.702754887,2.3795,1.031512195,5.489048292,,,,,62.3 years,32.4 years,16s,v37,Atopobium,Atopobium,yes,increased,yes,2,1,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",4.793517601,2.014530368,not mentioned,not mentioned,,0.041730311
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545435,Forbes JD,2052,10.1186/s40168-018-0603-38,"Forbes JD, 2052","Forbes JD, 2052",21,23,44,Clostridium sensu stricto,1495.080725,887.06433,1.685425375,1.6854,0.04314218053058440,76,0.522002924,0.258562578,1.715110109,0.015229585,1.028776264,1.6854,1.015346146,2.797640166,,,,,62.3 years,32.4 years,16s,v38,Clostridium_sensu_stricto,Clostridium sensu stricto,no,increased,yes,4,1,1,2,"Kruskal-Wallis (adjusted p value), mean abundance",1495.080725,887.0643265,not mentioned,not mentioned,,0.043142181
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545436,Forbes JD,2053,10.1186/s40168-018-0603-39,"Forbes JD, 2053","Forbes JD, 2053",21,23,44,Porphyromonas,1.220138,0.70887,1.721234969,1.7212,0.04597501993957960,77,0.543021722,0.272572989,1.808044666,0.00878848,1.077254964,1.7212,1.008827212,2.936607384,,,,,62.3 years,32.4 years,16s,v39,Porphyromonas,Porphyromonas,yes,increased,yes,8,2,1,1,"Kruskal-Wallis (adjusted p value), mean abundance",1.220138243,0.708873724,not mentioned,not mentioned,,0.04597502
Article_0107,Article_0107,Italy,Rheumatoid Arthritis,Arthritis,Autoimmune,30261687,Picchianti-Diamanti A,2018,10.3390/ijms19102938,"Picchianti-Diamanti A, 2018","Picchianti-Diamanti A, 2018",11,10,21,Faecalibacterium,12.210000,19.72000,0.619168357,0.6192,0.01200000000000000,78,-0.479326957,0.190908906,0.874854513,-0.853501537,-0.105152377,0.6192,0.42592094,0.900187345,,,,,55.7 years,not specified,16s,v3-v4,Faecalibacterium ,Faecalibacterium,yes,decreased,yes,1,5,2,7,t test,12.21 ± 7.4 ,19.72 ± 4.41,,,text,0.012000
Article_0108,Article_0108,China,Graves' Disease,Graves Disease,Autoimmune,30263008,Ishaq HM,2018,10.7150/ijbs.24151,"Ishaq HM, 2018","Ishaq HM, 2018",10,10,20,Prevotella,0.496990,0.19522,2.545794488,2.5458,0.03300000000000000,79,0.934444942,0.438996771,1.963253246,0.074027081,1.794862804,2.5458,1.076835967,6.018648929,,,,,35-50 years,35-50 years,16s,v3-v4,Prevotella_9,Prevotella,yes,increased,yes,4,3,3,5,t-test (raw p value),0.49699,0.19522,,,Table6,0.033000
,Article_0108,China,Graves' Disease,Graves Disease,Autoimmune,30263008,Ishaq HM,2018,10.7150/ijbs.24151,"Ishaq HM, 2018","Ishaq HM, 2018",10,10,20,Haemophilus ,0.135800,0.00991,13.70332997,13.7033,0.04800000000000000,80,2.61763668,1.326059396,5.930317904,0.018608022,5.216665337,13.7033,1.01878223,184.3185181,,,,,35-50 years,35-50 years,16s,v3-v4,Haemophilus ,Haemophilus ,yes,increased,yes,2,1,1,4,t-test (raw p value),0.1358,0.00991,,,Table6,0.048000
,Article_0108,China,Graves' Disease,Graves Disease,Autoimmune,30263008,Ishaq HM,2018,10.7150/ijbs.24151,"Ishaq HM, 2018","Ishaq HM, 2018",10,10,20,Alistipes,0.017950,0.04736,0.379011824,0.3790,0.02500000000000000,81,-0.970219074,0.433487279,1.938614045,-1.819838528,-0.12059962,0.379,0.162051916,0.886388781,,,,,35-50 years,35-50 years,16s,v3-v4,Alistipes,Alistipes,yes,decreased,yes,1,3,1,3,t-test (raw p value),0.01795,0.04736,,,Table6,0.025000
,Article_0108,China,Graves' Disease,Graves Disease,Autoimmune,30263008,Ishaq HM,2018,10.7150/ijbs.24151,"Ishaq HM, 2018","Ishaq HM, 2018",10,10,20,Faecalibacterium,0.028910,0.05622,0.514229811,0.5142,0.01400000000000000,82,-0.665142984,0.270893076,1.211470667,-1.196083657,-0.134202311,0.5142,0.302376104,0.874413143,,,,,35-50 years,35-50 years,16s,v3-v4,Faecalibacterium,Faecalibacterium,yes,decreased,yes,1,5,2,7,t-test (raw p value),0.02891,0.05622,,,Table6,0.014000
,Article_0108,China,Graves' Disease,Graves Disease,Autoimmune,30263008,Ishaq HM,2018,10.7150/ijbs.24151,"Ishaq HM, 2018","Ishaq HM, 2018",10,10,20,Dialister,0.011010,0.04448,0.247526978,0.2475,0.04690000000000000,83,-1.396344697,0.703871758,3.147810198,-2.775907993,-0.016781401,0.2475,0.062292889,0.983358622,,,,,35-50 years,35-50 years,16s,v3-v4,Dialister,Dialister,yes,decreased,yes,1,0,2,4,t-test (raw p value),0.01101,0.04448,,,Table6,0.0469
Article_0116,Article_0116,Spain,T1D,T1D,Autoimmune,30224347,Leiva-Gea I,2018,10.2337/dc18-0253,"Leiva-Gea I, 2018","Leiva-Gea I, 2018",15,13,28,Bacteroides,0.722100,0.58450,1.235414885,1.2354,0.00100000000000000,84,0.211394804,0.063996154,0.338635815,0.085964648,0.336824961,1.2354,1.089767802,1.400493901,,,,,12.56 ± 3.59 years,12.25 ± 2.92 years,16s,v2-v3,Bacteroides ,Bacteroides,yes,increased,yes,0,6,11,1,Wilcoxon rank test (FDR corrected p value),72.21%,58.45%,not given,not given,text,< 0.001
